Product,Description,Price,Variant,Variant ID,SKU,Inventory Management,Handle,Availability,Product URL,Scraped at,Hollistic Description
Animals Pyjama,"""Get your little one ready for a cozy winter night with our adorable Animals Pyjama. Made with soft and warm fabric, these pyjamas are perfect for keeping your baby comfortable. Available in lovely shades of pink and orange, and in sizes ranging from 6 to 24 months. Make bedtime a fun and stylish affair with our Winter Pyjama collection.""",559.3,"Pink / 9M, Orange / 9M, Pink / 12M, Orange / 12M, Pink / 18M, Orange / 18M, Pink / 24M, Orange / 24M, Pink / 6M, Orange / 6M","42886341525713, 42886341558481, 42886341591249, 42886341624017, 42886341656785, 42886341689553, 42886341722321, 42886341755089, 42886341787857, 42886341820625",41983-W25-11019,shopify,animals-pyjama-10,False,https://www.ninoskids.com/en/products/animals-pyjama-10,2026/02/23 02:06:34 PM,"Animals Pyjama - Pink / 9M, Orange / 9M, Pink / 12M, Orange / 12M, Pink / 18M, Orange / 18M, Pink / 24M, Orange / 24M, Pink / 6M, Orange / 6M: ""Get your little one ready for a cozy winter night with our adorable Animals Pyjama. Made with soft and warm fabric, these pyjamas are perfect for keeping your baby comfortable. Available in lovely shades of pink and orange, and in sizes ranging from 6 to 24 months. Make bedtime a fun and stylish affair with our Winter Pyjama collection."""
Anything Sweatshirt,"Stay cozy and stylish with our Anything Sweatshirt! Made with a soft and comfortable fabric, this sweatshirt is perfect for any casual occasion. Available in vibrant Fusica and refreshing Mint colors, and in sizes 10, 12, 14, and 16. Upgrade your wardrobe with this must-have sweatshirt today!",455.0,"Fusica / 10, Mint / 10, Fusica / 12, Mint / 12, Fusica / 14, Mint / 14, Fusica / 16, Mint / 16","42905304760529, 42905304793297, 42905304826065, 42905304858833, 42905304891601, 42905304924369, 42905304957137, 42905304989905",292856-W25-1175,shopify,anything-sweatshirt,False,https://www.ninoskids.com/en/products/anything-sweatshirt,2026/02/23 02:06:35 PM,"Anything Sweatshirt - Fusica / 10, Mint / 10, Fusica / 12, Mint / 12, Fusica / 14, Mint / 14, Fusica / 16, Mint / 16: Stay cozy and stylish with our Anything Sweatshirt! Made with a soft and comfortable fabric, this sweatshirt is perfect for any casual occasion. Available in vibrant Fusica and refreshing Mint colors, and in sizes 10, 12, 14, and 16. Upgrade your wardrobe with this must-have sweatshirt today!"
Arabic Art Kaftan,"Celebrate the beauty of Ramadan with our stunning Arabic Art Kaftan. Made with high-quality fabric, this kaftan features intricate traditional designs and is available in the vibrant color of Simon. Available in sizes 2-14, it is perfect for any occasion during the holy month. Embrace your cultural heritage and elevate your Ramadan customs with this elegant kaftan.",549.0,"Simon / 2, Simon / 4, Simon / 6","42975966986449, 42975967019217, 42975967051985",487-S26-SS26G121,shopify,arabic-art-kaftan,True,https://www.ninoskids.com/en/products/arabic-art-kaftan,2026/02/23 02:06:31 PM,"Arabic Art Kaftan - Simon / 2, Simon / 4, Simon / 6: Celebrate the beauty of Ramadan with our stunning Arabic Art Kaftan. Made with high-quality fabric, this kaftan features intricate traditional designs and is available in the vibrant color of Simon. Available in sizes 2-14, it is perfect for any occasion during the holy month. Embrace your cultural heritage and elevate your Ramadan customs with this elegant kaftan."
Arabic Art Kaftan,"Celebrate the beauty of Ramadan with our stunning Arabic Art Kaftan. Made with high-quality fabric, this kaftan features intricate traditional designs and is available in the vibrant color of Simon. Available in sizes 2-14, it is perfect for any occasion during the holy month. Embrace your cultural heritage and elevate your Ramadan customs with this elegant kaftan.",599.0,"Simon / 8, Simon / 10, Simon / 12, Simon / 14","42975967084753, 42975967117521, 42975967150289, 42975967183057",487-S26-SS26G121,shopify,arabic-art-kaftan,True,https://www.ninoskids.com/en/products/arabic-art-kaftan,2026/02/23 02:06:31 PM,"Arabic Art Kaftan - Simon / 8, Simon / 10, Simon / 12, Simon / 14: Celebrate the beauty of Ramadan with our stunning Arabic Art Kaftan. Made with high-quality fabric, this kaftan features intricate traditional designs and is available in the vibrant color of Simon. Available in sizes 2-14, it is perfect for any occasion during the holy month. Embrace your cultural heritage and elevate your Ramadan customs with this elegant kaftan."
Ariel pricess T-shirt,"Introduce your little princess to the magical world of Disney with our Ariel T-shirt! Featuring a vibrant purple and coral peach color scheme, this T-shirt will add a touch of fun to any outfit. Available in sizes 2-8, it's perfect for any young fan of the beloved mermaid princess. Made with soft and comfortable fabric, this T-shirt is a must-have for any Disney-loving child.",380.0,"Coral peach / 2, Purple / 2, Coral peach / 3, Purple / 3, Coral peach / 4, Purple / 4, Coral peach / 5, Purple / 5, Coral peach / 6, Purple / 6, Coral peach / 8, Purple / 8","42970161348817, 42970161381585, 42970161414353, 42970161447121, 42970161479889, 42970161512657, 42970161545425, 42970161578193, 42970161610961, 42970161643729, 42970161676497, 42970161709265",487-S25-SS25G135,shopify,ariel-pricess-t-shirt,True,https://www.ninoskids.com/en/products/ariel-pricess-t-shirt,2026/02/23 02:06:39 PM,"Ariel pricess T-shirt - Coral peach / 2, Purple / 2, Coral peach / 3, Purple / 3, Coral peach / 4, Purple / 4, Coral peach / 5, Purple / 5, Coral peach / 6, Purple / 6, Coral peach / 8, Purple / 8: Introduce your little princess to the magical world of Disney with our Ariel T-shirt! Featuring a vibrant purple and coral peach color scheme, this T-shirt will add a touch of fun to any outfit. Available in sizes 2-8, it's perfect for any young fan of the beloved mermaid princess. Made with soft and comfortable fabric, this T-shirt is a must-have for any Disney-loving child."
Avenue Sweatshirt,"Introducing the perfect addition to your casual wardrobe - the Avenue Sweatshirt! Made from soft, comfortable fabric, this sweatshirt is designed for both style and comfort. Available in a chic off-white color, it comes in a range of sizes from 6 to 16. Upgrade your sweatshirt game with the Avenue Sweatshirt.",525.0,"Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16","42837585952977, 42837585985745, 42837586018513, 42837586051281, 42837586084049, 42837586116817",146378-W25-N108/OF,shopify,avenue-sweatshirt-2,True,https://www.ninoskids.com/en/products/avenue-sweatshirt-2,2026/02/23 02:06:42 PM,"Avenue Sweatshirt - Off-White / 6, Off-White / 8, Off-White / 10, Off-White / 12, Off-White / 14, Off-White / 16: Introducing the perfect addition to your casual wardrobe - the Avenue Sweatshirt! Made from soft, comfortable fabric, this sweatshirt is designed for both style and comfort. Available in a chic off-white color, it comes in a range of sizes from 6 to 16. Upgrade your sweatshirt game with the Avenue Sweatshirt."
Avenue Sweatshirt,"Stay cozy and stylish in our Avenue Sweatshirt. Perfect for those chilly days, this sweatshirt features a comfortable fit and is made with soft fabric. Available in a versatile grey color, and in sizes 6-16. Upgrade your wardrobe with this must-have sweatshirt.",525.0,"Grey / 6, Grey / 8, Grey / 10, Grey / 12, Grey / 14, Grey / 16","42837584904401, 42837584937169, 42837584969937, 42837585002705, 42837585035473, 42837585068241",146378-W25-N108/G,shopify,avenue-sweatshirt,True,https://www.ninoskids.com/en/products/avenue-sweatshirt,2026/02/23 02:06:40 PM,"Avenue Sweatshirt - Grey / 6, Grey / 8, Grey / 10, Grey / 12, Grey / 14, Grey / 16: Stay cozy and stylish in our Avenue Sweatshirt. Perfect for those chilly days, this sweatshirt features a comfortable fit and is made with soft fabric. Available in a versatile grey color, and in sizes 6-16. Upgrade your wardrobe with this must-have sweatshirt."
Baby Manicure Set,"This baby manicure set is the perfect addition to your cleaning necessities for your little one. Featuring a mix of colorful tools, this set includes everything you need to keep your baby's nails clean and trimmed. The set is available in a free size, making it suitable for babies of all ages. Keep your little one's nails well-groomed and hygienic with this versatile baby manicure set.",170.0,Mix Color / Free,42680110252241,239512-NOS-HZ5309,shopify,baby-manicure-set,True,https://www.ninoskids.com/en/products/baby-manicure-set,2026/02/23 02:06:43 PM,"Baby Manicure Set - Mix Color / Free: This baby manicure set is the perfect addition to your cleaning necessities for your little one. Featuring a mix of colorful tools, this set includes everything you need to keep your baby's nails clean and trimmed. The set is available in a free size, making it suitable for babies of all ages. Keep your little one's nails well-groomed and hygienic with this versatile baby manicure set."
Baby Stroller Trolley,مزود بست عجلات لضمان أعلى درجة من الثبات والتوازن مصنوع من القطن لراحة قصوى خفيف الوزن للغاية وصغير الحجم لتوفير الراحة أثناء التنقل. مزيج من نسيج الكتان المقاوم للماء ونسيج أكسفورد لسهولة التنظيف مسند قدم قابل للتعديل. تقنية دعم الوقوف لتجنب اتساخ عربة الأطفال.,3410.0,"Grey / Free, Black / Free, Blue / Free","41250815475921, 41250815508689, 41250815541457",389-R22-608,shopify,baby-stroller-trolley-1,False,https://www.ninoskids.com/en/products/baby-stroller-trolley-1,2026/02/23 02:06:45 PM,"Baby Stroller Trolley - Grey / Free, Black / Free, Blue / Free: مزود بست عجلات لضمان أعلى درجة من الثبات والتوازن مصنوع من القطن لراحة قصوى خفيف الوزن للغاية وصغير الحجم لتوفير الراحة أثناء التنقل. مزيج من نسيج الكتان المقاوم للماء ونسيج أكسفورد لسهولة التنظيف مسند قدم قابل للتعديل. تقنية دعم الوقوف لتجنب اتساخ عربة الأطفال."
Baby Swaddle Wrap,"Introducing the perfect swaddling solution for your little one - the Baby Swaddle Wrap from Swadelle! Made with soft and breathable fabric, this wrap will keep your baby snug and comfortable. Available in a beautiful rose color, it comes in sizes for 3 months and 6 months. Say goodbye to restless nights and hello to peaceful sleep with Swadelle's Baby Swaddle Wrap.",749.0,"Rose / 3M, Rose / 6M","42753619394769, 42753619427537",446-W25-CH25SW/6,shopify,baby-swaddle-wrap-1,False,https://www.ninoskids.com/en/products/baby-swaddle-wrap-1,2026/02/23 02:06:44 PM,"Baby Swaddle Wrap - Rose / 3M, Rose / 6M: Introducing the perfect swaddling solution for your little one - the Baby Swaddle Wrap from Swadelle! Made with soft and breathable fabric, this wrap will keep your baby snug and comfortable. Available in a beautiful rose color, it comes in sizes for 3 months and 6 months. Say goodbye to restless nights and hello to peaceful sleep with Swadelle's Baby Swaddle Wrap."
Baby's Silicone Nose Aspirator,شفاط مخاط للعناية بالطفل يملئ بالماء او محلول ملح و يقوم بتنضيف الأنف يزيل المخاط الزائد من أنف الطفل بمنتهى السهولة بأمان رأس سيليكون ناعم يمنع حدوث أي ضرر لأنف الطفل عملي وسريع وسهل ااستخدام بفضل التصميم المريح,130.0,Mix Color / Free,41102622523601,435-R22-860,shopify,babys-silicone-nose-aspirator,False,https://www.ninoskids.com/en/products/babys-silicone-nose-aspirator,2026/02/23 02:06:44 PM,Baby's Silicone Nose Aspirator - Mix Color / Free: شفاط مخاط للعناية بالطفل يملئ بالماء او محلول ملح و يقوم بتنضيف الأنف يزيل المخاط الزائد من أنف الطفل بمنتهى السهولة بأمان رأس سيليكون ناعم يمنع حدوث أي ضرر لأنف الطفل عملي وسريع وسهل ااستخدام بفضل التصميم المريح
Bag Sweatshirt,"""Stay stylish and comfortable with our Bag Sweatshirt, perfect for any casual occasion. Made with a soft and cozy fabric, this sweatshirt comes in classic black and refreshing mint colors. Available in sizes 10-16, it's a must-have addition to your wardrobe.""",600.0,"Black / 10, Mint / 10, Black / 12, Mint / 12, Black / 14, Mint / 14, Black / 16, Mint / 16","42905305415889, 42905305448657, 42905305481425, 42905305514193, 42905305546961, 42905305579729, 42905305612497, 42905305645265",292856-W25-1303,shopify,bag-sweatshirt,True,https://www.ninoskids.com/en/products/bag-sweatshirt,2026/02/23 02:06:51 PM,"Bag Sweatshirt - Black / 10, Mint / 10, Black / 12, Mint / 12, Black / 14, Mint / 14, Black / 16, Mint / 16: ""Stay stylish and comfortable with our Bag Sweatshirt, perfect for any casual occasion. Made with a soft and cozy fabric, this sweatshirt comes in classic black and refreshing mint colors. Available in sizes 10-16, it's a must-have addition to your wardrobe."""
Ball Backpack,"Introducing our stylish and functional Ball Backpack, perfect for school or everyday use. This sleek back bag comes in a classic Black color and has a spacious 16IN size. Stay organized and on-trend with our versatile backpack.",815.0,Black / 16IN,42267677589713,471-NOS-2053-1,shopify,ball-backpack,False,https://www.ninoskids.com/en/products/ball-backpack,2026/02/23 02:06:52 PM,"Ball Backpack - Black / 16IN: Introducing our stylish and functional Ball Backpack, perfect for school or everyday use. This sleek back bag comes in a classic Black color and has a spacious 16IN size. Stay organized and on-trend with our versatile backpack."
