Product,Variant,Price,Handle,Inventory Management,Variant ID,Availability,SKU,Product URL,Scraped at,Description,Hollistic Description
Charcoal Cargo Kids’ Shorts,"2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only",475.0,charcoal-cargo-kids-shorts,shopify,"46348624462073, 46348624494841, 46348624527609, 46348624560377, 46348624593145, 46348624625913, 46348624658681, 46348624691449, 46348624724217",True,nan,https://applemintandcocoa.com//products/charcoal-cargo-kids-shorts,2026/02/22 12:53:58 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts.,"Charcoal Cargo Kids’ Shorts - 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts."
Crabs  Baby Boys' T-Shirt (ONLY) in Brick Red,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",79.0,crabs-baby-boys-t-shirt-only-in-brick-red,shopify,"39456495960113, 39456495992881, 39456496025649, 39456496058417, 39456496091185, 39456496123953",False,nan,https://applemintandcocoa.com//products/crabs-baby-boys-t-shirt-only-in-brick-red,2026/02/22 12:54:05 PM,Our t-shirts are 100% Cotton with a timeless and fun design. They're made to last and get passed down from one child to the next.,"Crabs  Baby Boys' T-Shirt (ONLY) in Brick Red - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Our t-shirts are 100% Cotton with a timeless and fun design. They're made to last and get passed down from one child to the next."
Crew Kids’ Socks in Black,"Small (6-8Y), Medium (10-12Y), Large (14-16Y)",170.0,crew-kids-socks-in-black,shopify,"46606214889721, 46606214922489, 46606214955257",True,nan,https://applemintandcocoa.com//products/crew-kids-socks-in-black,2026/02/22 12:54:13 PM,"Step into our premium socks, designed to hug your feet all day long. Pack of 2 + 1 extra sock for when the washing machine has one for dinner.","Crew Kids’ Socks in Black - Small (6-8Y), Medium (10-12Y), Large (14-16Y): Step into our premium socks, designed to hug your feet all day long. Pack of 2 + 1 extra sock for when the washing machine has one for dinner."
Crew Kids’ Socks in White,"Small (6-8Y), Medium (10-12Y), Large (14-16Y)",170.0,crew-kids-socks-in-white,shopify,"46606213742841, 46606213775609, 46606213808377",True,nan,https://applemintandcocoa.com//products/crew-kids-socks-in-white,2026/02/22 12:54:01 PM,"Step into our premium socks, designed to hug your feet all day long. Pack of 2 + 1 extra sock for when the washing machine has one for dinner.","Crew Kids’ Socks in White - Small (6-8Y), Medium (10-12Y), Large (14-16Y): Step into our premium socks, designed to hug your feet all day long. Pack of 2 + 1 extra sock for when the washing machine has one for dinner."
Dark Olive Cargo Kids’ Shorts,"2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only",540.0,dark-olive-cargo-kids-shorts,shopify,"44546405138681, 44546405171449, 44546405204217, 44546405236985, 44546405269753, 44546405302521, 44546405335289, 44546405368057, 44546430828793",True,nan,https://applemintandcocoa.com//products/dark-olive-cargo-kids-shorts,2026/02/22 12:54:12 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts.,"Dark Olive Cargo Kids’ Shorts - 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts."
Dark Olive Cargo Men Shorts,"Medium / Shorts Only, Large / Shorts Only, X-Large / Shorts Only, XX-Large / Shorts Only",650.0,dark-olive-cargo-men-shorts,shopify,"44546406285561, 44546406318329, 44546406351097, 44546406383865",True,nan,https://applemintandcocoa.com//products/dark-olive-cargo-men-shorts,2026/02/22 12:54:04 PM,Key Features:100% CottonElasticized waist bandDrawstring to adjust fitSide pockets in shortsCargo shorts,"Dark Olive Cargo Men Shorts - Medium / Shorts Only, Large / Shorts Only, X-Large / Shorts Only, XX-Large / Shorts Only: Key Features:100% CottonElasticized waist bandDrawstring to adjust fitSide pockets in shortsCargo shorts"
Dinosaur Skeletons Baby Boys' T-Shirt (ONLY) in Taupe,"0-3, 3-6, 6-9, 9-12, 12-18, 18-24",70.0,dinosaur-skeletons-baby-boys-t-shirt-only-in-taupe,shopify,"39456498384945, 39456498417713, 39456498450481, 39456498483249, 39456498516017, 39456498548785",False,nan,https://applemintandcocoa.com//products/dinosaur-skeletons-baby-boys-t-shirt-only-in-taupe,2026/02/22 12:54:00 PM,Our t-shirts are 100% Cotton with a timeless and fun design. They're made to last and get passed down from one child to the next.,"Dinosaur Skeletons Baby Boys' T-Shirt (ONLY) in Taupe - 0-3, 3-6, 6-9, 9-12, 12-18, 18-24: Our t-shirts are 100% Cotton with a timeless and fun design. They're made to last and get passed down from one child to the next."
El Leila El Kebira Shorts in Gray For Boys,"2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y",149.0,el-leila-el-kebira-shorts-in-gray-for-boys,shopify,"46973762339065, 46973762371833, 46973762404601, 46973762437369, 46973762470137, 46973762502905, 46973762535673, 46973762568441, 46973762601209",False,nan,https://applemintandcocoa.com//products/el-leila-el-kebira-shorts-in-gray-for-boys,2026/02/22 12:54:14 PM,100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags.,"El Leila El Kebira Shorts in Gray For Boys - 2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y: 100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags."
El Leila El Kebira Shorts in Gray For Men,"Small, Medium, Large, X-Large, XX-Large",199.0,el-leila-el-kebira-shorts-in-gray-for-men-shorts-only,shopify,"46973674094841, 46973674127609, 46973674160377, 46973674193145, 46973674225913",False,nan,https://applemintandcocoa.com//products/el-leila-el-kebira-shorts-in-gray-for-men-shorts-only,2026/02/22 12:54:02 PM,100% Cotton Shorts Key Features:Drawstring to secure fit.Two front pockets.Unscratchy size tag on T-shirt.Outer Applemint & Cocoa tags.,"El Leila El Kebira Shorts in Gray For Men - Small, Medium, Large, X-Large, XX-Large: 100% Cotton Shorts Key Features:Drawstring to secure fit.Two front pockets.Unscratchy size tag on T-shirt.Outer Applemint & Cocoa tags."
El Leila El Kebira in Gray Boys PJs,"2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y",489.0,el-leila-el-kebera-in-gray-boys-pjs,shopify,"46290923323641, 46290923356409, 46290923389177, 46290923421945, 46290923454713, 46290923487481, 46290923520249, 46290923553017, 46290923585785",False,nan,https://applemintandcocoa.com//products/el-leila-el-kebera-in-gray-boys-pjs,2026/02/22 12:54:10 PM,Size & Fit: Regular fit.Size up as it runs small.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton T-shirt100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags.,"El Leila El Kebira in Gray Boys PJs - 2-3 Y, 3-4 Y, 4-5 Y, 5-6 Y, 6-7 Y, 8-9 Y, 10-11 Y, 12-13 Y, 14-15 Y: Size & Fit: Regular fit.Size up as it runs small.Do not size up or down if your child is of average size. Fabric:100% Single Jersey Cotton T-shirt100% French Terry Cotton ( Lint treated) Key Features:Drawstring to secure fit.Non scratchy size tag on T-shirt.Outer Applemint & Cocoa tags."
El Leila El Kebira in Gray Men PJs,"Small, Medium, Large, X-Large, XX-Large",599.0,el-leila-el-kebira-in-gray-men-pjs,shopify,"46290926436601, 46290925748473, 46290925781241, 46290925814009, 46290925846777",True,nan,https://applemintandcocoa.com//products/el-leila-el-kebira-in-gray-men-pjs,2026/02/22 12:53:59 PM,Available for Adults & Kids. Size & Fit:Regular fit. Runs true to size. Fabric:100% Single Jersey Cotton T-shirt100% Cotton Shorts Key Features:Drawstring to secure fit.Two front pockets.Unscratchy size tag on T-shirt.Outer Applemint & Cocoa tags.,"El Leila El Kebira in Gray Men PJs - Small, Medium, Large, X-Large, XX-Large: Available for Adults & Kids. Size & Fit:Regular fit. Runs true to size. Fabric:100% Single Jersey Cotton T-shirt100% Cotton Shorts Key Features:Drawstring to secure fit.Two front pockets.Unscratchy size tag on T-shirt.Outer Applemint & Cocoa tags."
Girls Fleece Cargo Jogger Pants in Cashmere,"18-24M, 2-3, 3-4, 4-5, 6-7, 8-9, 10-11, 12-13",650.0,girls-fleece-cargo-jogger-pants-in-cashmere,shopify,"44068257300729, 44068253073657, 44068253106425, 44068253139193, 44068253171961, 44068253204729, 44068253237497, 44068253270265",False,nan,https://applemintandcocoa.com//products/girls-fleece-cargo-jogger-pants-in-cashmere,2026/02/22 12:54:08 PM,Key Features: 100% Cotton Fleece brushed inside for extra warmth.Slim fit.Functional drawstring.Elastic waist.2 side pockets.1 cargo side pocket.,"Girls Fleece Cargo Jogger Pants in Cashmere - 18-24M, 2-3, 3-4, 4-5, 6-7, 8-9, 10-11, 12-13: Key Features: 100% Cotton Fleece brushed inside for extra warmth.Slim fit.Functional drawstring.Elastic waist.2 side pockets.1 cargo side pocket."
Gray Cargo Kids’ Shorts,"18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only",540.0,gray-cargo-kids-shorts,shopify,"43732556644601, 43732556710137, 43732556775673, 43732556841209, 43732556906745, 43732556972281, 43732557037817, 43732557103353, 43732557168889, 44546408055033",False,nan,https://applemintandcocoa.com//products/gray-cargo-kids-shorts,2026/02/22 12:54:07 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts.,"Gray Cargo Kids’ Shorts - 18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only, 14-15 Years / Shorts Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.Cargo Shorts."
Gray Cargo Men Shorts,"Medium / Shorts Only, Large / Shorts Only, X-Large / Shorts Only, XX-Large / Shorts Only",650.0,gray-cargo-men-shorts,shopify,"43732567818489, 43732567884025, 43732567949561, 43732568015097",True,nan,https://applemintandcocoa.com//products/gray-cargo-men-shorts,2026/02/22 12:54:03 PM,Key Features:100% CottonElasticized waist bandDrawstring to adjust fitSide pockets in shortsCargo shorts,"Gray Cargo Men Shorts - Medium / Shorts Only, Large / Shorts Only, X-Large / Shorts Only, XX-Large / Shorts Only: Key Features:100% CottonElasticized waist bandDrawstring to adjust fitSide pockets in shortsCargo shorts"
Gray Cargo Women Pants,"Small / Pants Only, Medium / Pants Only, Large / Pants Only, X-Large / Pants Only, XX-Large / Pants Only",399.0,gray-cargo-women-pants,shopify,"43732585119993, 43732585185529, 43732585251065, 43732585316601, 43732585382137",True,nan,https://applemintandcocoa.com//products/gray-cargo-women-pants,2026/02/22 12:54:09 PM,Key Features: 100% Cotton Fleece brushed inside for extra warmth.Slim fit.Functional drawstring.Elastic waist.2 side pockets.1 cargo side pocket.,"Gray Cargo Women Pants - Small / Pants Only, Medium / Pants Only, Large / Pants Only, X-Large / Pants Only, XX-Large / Pants Only: Key Features: 100% Cotton Fleece brushed inside for extra warmth.Slim fit.Functional drawstring.Elastic waist.2 side pockets.1 cargo side pocket."
Gray Girls Shorts,"18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only",399.0,gray-girls-shorts-1,shopify,"43774745346297, 43732655309049, 43732655341817, 43732655374585, 43732655407353, 43732655440121, 43732655472889, 43732655505657, 43732655538425",False,nan,https://applemintandcocoa.com//products/gray-girls-shorts-1,2026/02/22 12:54:06 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.100% Cotton,"Gray Girls Shorts - 18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.100% Cotton"
Gray Kids’ Shorts,"18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only",540.0,gray-kids-shorts,shopify,"43732662419705, 43732662452473, 43732662485241, 43732662518009, 43732662550777, 43732662583545, 43732662616313, 43732662649081, 43732662681849",False,nan,https://applemintandcocoa.com//products/gray-kids-shorts,2026/02/22 12:54:11 PM,Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets.,"Gray Kids’ Shorts - 18-24 Months / Shorts Only, 2-3 Years / Shorts Only, 3-4 Years / Shorts Only, 4-5 Years / Shorts Only, 5-6 Years / Shorts Only, 6-7 Years / Shorts Only, 8-9 Years / Shorts Only, 10-11 Years / Shorts Only, 12-13 Years / Shorts Only: Size & Fit:Regular fit. Runs true to size.Do not size up or down if your child is of average size. Fabric:Single Jersey / Lycra Cotton Key Features: Elasticized waist band.Drawstring to secure fit.Two front pockets."
Here Comes The Sun in Cashmere Oversized T-shirt ONLY For Adults,"Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only",558.0,here-comes-the-sun-in-cashmere-t-shirt-only-for-women,shopify,"46511360770297, 46511360803065, 46511360835833, 46511360868601, 46511360901369",False,nan,https://applemintandcocoa.com//products/here-comes-the-sun-in-cashmere-t-shirt-only-for-women,2026/02/22 12:54:21 PM,Size & Fit:Oversized Fit. Fabric:96% Cotton & 4% lycra,"Here Comes The Sun in Cashmere Oversized T-shirt ONLY For Adults - Small / T-shirt Only, Medium / T-shirt Only, Large / T-shirt Only, X-Large / T-shirt Only, XX-Large / T-shirt Only: Size & Fit:Oversized Fit. Fabric:96% Cotton & 4% lycra"
Here Comes The Sun in Cashmere Oversized T-shirt ONLY For kids,"2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only",339.0,here-comes-the-sun-in-cashmere-oversized-t-shirt-only-for-girls,shopify,"46511367782649, 46511367815417, 46511367848185, 46511367880953, 46511367913721, 46511367946489, 46511367979257, 46511368012025, 46511368044793",False,nan,https://applemintandcocoa.com//products/here-comes-the-sun-in-cashmere-oversized-t-shirt-only-for-girls,2026/02/22 12:54:27 PM,Size & Fit:Oversized Fit Fabric:96% Cotton & 4% lycra,"Here Comes The Sun in Cashmere Oversized T-shirt ONLY For kids - 2-3 Years / T-shirt Only, 3-4 Years / T-shirt Only, 4-5 Years / T-shirt Only, 5-6 Years / T-shirt Only, 6-7 Years / T-shirt Only, 8-9 Years / T-shirt Only, 10-11 Years / T-shirt Only, 12-13 Years / T-shirt Only, 14-15 Years / T-shirt Only: Size & Fit:Oversized Fit Fabric:96% Cotton & 4% lycra"
